path,line,pattern,category,snippet
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,41,insulator_ok/,metadata_or_eval_artifact,"val_img31_ann1060,31,crops/val/insulator_ok/val_img31_ann1060.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,42,crops/val,metadata_or_eval_artifact,"val_img31_ann1061,31,crops/val/defect_broken/val_img31_ann1061.jpg,ok,missing,False,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,42,defect_broken/,metadata_or_eval_artifact,"val_img31_ann1061,31,crops/val/defect_broken/val_img31_ann1061.jpg,ok,missing,False,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,43,crops/val,metadata_or_eval_artifact,"val_img31_ann1062,31,crops/val/insulator_ok/val_img31_ann1062.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,43,insulator_ok/,metadata_or_eval_artifact,"val_img31_ann1062,31,crops/val/insulator_ok/val_img31_ann1062.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,44,crops/val,metadata_or_eval_artifact,"val_img31_ann1063,31,crops/val/insulator_ok/val_img31_ann1063.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,44,insulator_ok/,metadata_or_eval_artifact,"val_img31_ann1063,31,crops/val/insulator_ok/val_img31_ann1063.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,45,crops/val,metadata_or_eval_artifact,"val_img31_ann1064,31,crops/val/insulator_ok/val_img31_ann1064.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,45,insulator_ok/,metadata_or_eval_artifact,"val_img31_ann1064,31,crops/val/insulator_ok/val_img31_ann1064.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,46,crops/val,metadata_or_eval_artifact,"val_img33_ann1065,33,crops/val/insulator_ok/val_img33_ann1065.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,46,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1065,33,crops/val/insulator_ok/val_img33_ann1065.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,47,crops/val,metadata_or_eval_artifact,"val_img33_ann1066,33,crops/val/insulator_ok/val_img33_ann1066.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,47,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1066,33,crops/val/insulator_ok/val_img33_ann1066.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,48,crops/val,metadata_or_eval_artifact,"val_img33_ann1067,33,crops/val/insulator_ok/val_img33_ann1067.jpg,ok,missing,False,insulator_ok,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,48,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1067,33,crops/val/insulator_ok/val_img33_ann1067.jpg,ok,missing,False,insulator_ok,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,49,crops/val,metadata_or_eval_artifact,"val_img33_ann1068,33,crops/val/defect_flashover/val_img33_ann1068.jpg,ok,missing,False,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,49,defect_flashover/,metadata_or_eval_artifact,"val_img33_ann1068,33,crops/val/defect_flashover/val_img33_ann1068.jpg,ok,missing,False,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,50,crops/val,metadata_or_eval_artifact,"val_img33_ann1069,33,crops/val/defect_flashover/val_img33_ann1069.jpg,ok,missing,False,defect_flashover,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,50,defect_flashover/,metadata_or_eval_artifact,"val_img33_ann1069,33,crops/val/defect_flashover/val_img33_ann1069.jpg,ok,missing,False,defect_flashover,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,51,crops/val,metadata_or_eval_artifact,"val_img33_ann1070,33,crops/val/defect_flashover/val_img33_ann1070.jpg,ok,missing,False,defect_flashover,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,51,defect_flashover/,metadata_or_eval_artifact,"val_img33_ann1070,33,crops/val/defect_flashover/val_img33_ann1070.jpg,ok,missing,False,defect_flashover,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,52,crops/val,metadata_or_eval_artifact,"val_img33_ann1071,33,crops/val/insulator_ok/val_img33_ann1071.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,52,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1071,33,crops/val/insulator_ok/val_img33_ann1071.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,53,crops/val,metadata_or_eval_artifact,"val_img33_ann1072,33,crops/val/defect_flashover/val_img33_ann1072.jpg,ok,missing,False,defect_flashover,defect_broken,False,partial,clear,False,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,53,defect_flashover/,metadata_or_eval_artifact,"val_img33_ann1072,33,crops/val/defect_flashover/val_img33_ann1072.jpg,ok,missing,False,defect_flashover,defect_broken,False,partial,clear,False,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,54,crops/val,metadata_or_eval_artifact,"val_img33_ann1073,33,crops/val/insulator_ok/val_img33_ann1073.jpg,ok,missing,False,insulator_ok,defect_flashover,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,54,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1073,33,crops/val/insulator_ok/val_img33_ann1073.jpg,ok,missing,False,insulator_ok,defect_flashover,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,55,crops/val,metadata_or_eval_artifact,"val_img33_ann1074,33,crops/val/insulator_ok/val_img33_ann1074.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,55,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1074,33,crops/val/insulator_ok/val_img33_ann1074.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,56,crops/val,metadata_or_eval_artifact,"val_img33_ann1075,33,crops/val/insulator_ok/val_img33_ann1075.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,56,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1075,33,crops/val/insulator_ok/val_img33_ann1075.jpg,ok,missing,False,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,57,crops/val,metadata_or_eval_artifact,"val_img33_ann1076,33,crops/val/insulator_ok/val_img33_ann1076.jpg,ok,missing,False,insulator_ok,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,57,insulator_ok/,metadata_or_eval_artifact,"val_img33_ann1076,33,crops/val/insulator_ok/val_img33_ann1076.jpg,ok,missing,False,insulator_ok,defect_broken,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,58,crops/val,metadata_or_eval_artifact,"val_img9_ann1037,9,crops/val/insulator_ok/val_img9_ann1037.jpg,ok,missing,False,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,58,insulator_ok/,metadata_or_eval_artifact,"val_img9_ann1037,9,crops/val/insulator_ok/val_img9_ann1037.jpg,ok,missing,False,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,59,crops/val,metadata_or_eval_artifact,"val_img9_ann1038,9,crops/val/defect_flashover/val_img9_ann1038.jpg,ok,missing,False,defect_flashover,defect_flashover,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval\review_table.csv,59,defect_flashover/,metadata_or_eval_artifact,"val_img9_ann1038,9,crops/val/defect_flashover/val_img9_ann1038.jpg,ok,missing,False,defect_flashover,defect_flashover,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,1,crop_path,metadata_or_eval_artifact,"record_id,image_id,crop_path,status,parse_status,schema_valid,gt_coarse_class,pred_coarse_class,coarse_class_match,gt_visibility,pred_visibility,visibility_match,gt_needs_review,pred_needs_review,needs_review_match,pred_ambiguous,overuse_re"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,2,crops/val,metadata_or_eval_artifact,"train_img1_ann1,1,crops/val/defect_broken/train_img1_ann1.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,2,defect_broken/,metadata_or_eval_artifact,"train_img1_ann1,1,crops/val/defect_broken/train_img1_ann1.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,3,crops/val,metadata_or_eval_artifact,"train_img1_ann2,1,crops/val/defect_broken/train_img1_ann2.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,3,defect_broken/,metadata_or_eval_artifact,"train_img1_ann2,1,crops/val/defect_broken/train_img1_ann2.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,4,crops/val,metadata_or_eval_artifact,"train_img1_ann3,1,crops/val/insulator_ok/train_img1_ann3.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,4,insulator_ok/,metadata_or_eval_artifact,"train_img1_ann3,1,crops/val/insulator_ok/train_img1_ann3.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,5,crops/val,metadata_or_eval_artifact,"train_img1_ann4,1,crops/val/insulator_ok/train_img1_ann4.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,5,insulator_ok/,metadata_or_eval_artifact,"train_img1_ann4,1,crops/val/insulator_ok/train_img1_ann4.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,6,crops/val,metadata_or_eval_artifact,"train_img1_ann5,1,crops/val/insulator_ok/train_img1_ann5.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,6,insulator_ok/,metadata_or_eval_artifact,"train_img1_ann5,1,crops/val/insulator_ok/train_img1_ann5.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,7,crops/val,metadata_or_eval_artifact,"train_img1_ann6,1,crops/val/insulator_ok/train_img1_ann6.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,7,insulator_ok/,metadata_or_eval_artifact,"train_img1_ann6,1,crops/val/insulator_ok/train_img1_ann6.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,8,crops/val,metadata_or_eval_artifact,"train_img3_ann15,3,crops/val/insulator_ok/train_img3_ann15.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,8,insulator_ok/,metadata_or_eval_artifact,"train_img3_ann15,3,crops/val/insulator_ok/train_img3_ann15.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,9,crops/val,metadata_or_eval_artifact,"train_img3_ann16,3,crops/val/insulator_ok/train_img3_ann16.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,9,insulator_ok/,metadata_or_eval_artifact,"train_img3_ann16,3,crops/val/insulator_ok/train_img3_ann16.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,10,crops/val,metadata_or_eval_artifact,"train_img3_ann17,3,crops/val/defect_broken/train_img3_ann17.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,10,defect_broken/,metadata_or_eval_artifact,"train_img3_ann17,3,crops/val/defect_broken/train_img3_ann17.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,11,crops/val,metadata_or_eval_artifact,"train_img3_ann18,3,crops/val/defect_broken/train_img3_ann18.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,11,defect_broken/,metadata_or_eval_artifact,"train_img3_ann18,3,crops/val/defect_broken/train_img3_ann18.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,12,crops/val,metadata_or_eval_artifact,"train_img3_ann19,3,crops/val/defect_broken/train_img3_ann19.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,12,defect_broken/,metadata_or_eval_artifact,"train_img3_ann19,3,crops/val/defect_broken/train_img3_ann19.jpg,ok,success,True,defect_broken,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,13,crops/val,metadata_or_eval_artifact,"train_img3_ann20,3,crops/val/insulator_ok/train_img3_ann20.jpg,ok,success,True,insulator_ok,insulator_ok,True,partial,clear,False,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,13,insulator_ok/,metadata_or_eval_artifact,"train_img3_ann20,3,crops/val/insulator_ok/train_img3_ann20.jpg,ok,success,True,insulator_ok,insulator_ok,True,partial,clear,False,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,14,crops/val,metadata_or_eval_artifact,"train_img5_ann45,5,crops/val/insulator_ok/train_img5_ann45.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,14,insulator_ok/,metadata_or_eval_artifact,"train_img5_ann45,5,crops/val/insulator_ok/train_img5_ann45.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,15,crops/val,metadata_or_eval_artifact,"train_img5_ann46,5,crops/val/insulator_ok/train_img5_ann46.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,15,insulator_ok/,metadata_or_eval_artifact,"train_img5_ann46,5,crops/val/insulator_ok/train_img5_ann46.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,16,crops/val,metadata_or_eval_artifact,"train_img5_ann47,5,crops/val/defect_flashover/train_img5_ann47.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,16,defect_flashover/,metadata_or_eval_artifact,"train_img5_ann47,5,crops/val/defect_flashover/train_img5_ann47.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,17,crops/val,metadata_or_eval_artifact,"train_img5_ann48,5,crops/val/defect_flashover/train_img5_ann48.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,17,defect_flashover/,metadata_or_eval_artifact,"train_img5_ann48,5,crops/val/defect_flashover/train_img5_ann48.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,18,crops/val,metadata_or_eval_artifact,"train_img5_ann49,5,crops/val/defect_flashover/train_img5_ann49.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,18,defect_flashover/,metadata_or_eval_artifact,"train_img5_ann49,5,crops/val/defect_flashover/train_img5_ann49.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,19,crops/val,metadata_or_eval_artifact,"train_img5_ann50,5,crops/val/defect_flashover/train_img5_ann50.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,19,defect_flashover/,metadata_or_eval_artifact,"train_img5_ann50,5,crops/val/defect_flashover/train_img5_ann50.jpg,ok,success,True,defect_flashover,insulator_ok,False,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,20,crops/val,metadata_or_eval_artifact,"val_img10_ann1039,10,crops/val/insulator_ok/val_img10_ann1039.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,20,insulator_ok/,metadata_or_eval_artifact,"val_img10_ann1039,10,crops/val/insulator_ok/val_img10_ann1039.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,21,crops/val,metadata_or_eval_artifact,"val_img10_ann1040,10,crops/val/defect_flashover/val_img10_ann1040.jpg,ok,success,True,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,21,defect_flashover/,metadata_or_eval_artifact,"val_img10_ann1040,10,crops/val/defect_flashover/val_img10_ann1040.jpg,ok,success,True,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,22,crops/val,metadata_or_eval_artifact,"val_img10_ann1041,10,crops/val/defect_flashover/val_img10_ann1041.jpg,ok,success,True,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,22,defect_flashover/,metadata_or_eval_artifact,"val_img10_ann1041,10,crops/val/defect_flashover/val_img10_ann1041.jpg,ok,success,True,defect_flashover,insulator_ok,False,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,23,crops/val,metadata_or_eval_artifact,"val_img10_ann1042,10,crops/val/insulator_ok/val_img10_ann1042.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,23,insulator_ok/,metadata_or_eval_artifact,"val_img10_ann1042,10,crops/val/insulator_ok/val_img10_ann1042.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,24,crops/val,metadata_or_eval_artifact,"val_img10_ann1043,10,crops/val/insulator_ok/val_img10_ann1043.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,24,insulator_ok/,metadata_or_eval_artifact,"val_img10_ann1043,10,crops/val/insulator_ok/val_img10_ann1043.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,25,crops/val,metadata_or_eval_artifact,"val_img10_ann1044,10,crops/val/insulator_ok/val_img10_ann1044.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,25,insulator_ok/,metadata_or_eval_artifact,"val_img10_ann1044,10,crops/val/insulator_ok/val_img10_ann1044.jpg,ok,success,True,insulator_ok,insulator_ok,True,ambiguous,clear,False,True,False,False,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,26,crops/val,metadata_or_eval_artifact,"val_img17_ann1045,17,crops/val/insulator_ok/val_img17_ann1045.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,26,insulator_ok/,metadata_or_eval_artifact,"val_img17_ann1045,17,crops/val/insulator_ok/val_img17_ann1045.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,27,crops/val,metadata_or_eval_artifact,"val_img17_ann1046,17,crops/val/insulator_ok/val_img17_ann1046.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
outputs\_external_runs\stage3_qwen25vl_lora_sft_repair_clean_corrected\eval_corrected\review_table.csv,27,insulator_ok/,metadata_or_eval_artifact,"val_img17_ann1046,17,crops/val/insulator_ok/val_img17_ann1046.jpg,ok,success,True,insulator_ok,insulator_ok,True,clear,clear,True,False,False,True,False,False,,"
